"","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_1_facebook_likes","gross","actor_2_facebook_likes","num_voted_users","cast_total_facebook_likes","facenumber_in_poster","num_user_for_reviews","budget","imdb_score","movie_facebook_likes","title_year"
"4239",97,172,355,188,749,23650000,208,40359,1941,5,235,2100000,8.1,0,1946
"4240",76,115,184,551,730,510092,648,29424,3293,0,336,NA,7,0,2001
"4241",67,89,16,14,117,313436,21,12244,155,0,95,15500000,7.6,0,2001
"4242",4,125,7,17,128,3330,22,22,214,0,1,2100000,7.2,305,2015
"4243",252,78,57,7,120,NA,9,131462,145,0,374,1500000,7.5,15000,2007
"4244",NA,89,15,650,919,NA,718,544,3873,1,4,2100000,6.3,162,2010
"4245",1,100,0,338,749,NA,354,6,1814,0,1,2100000,6.7,14,2015
"4246",33,77,0,260,846,NA,366,1355,2044,0,21,NA,4.8,275,2015
"4247",19,81,7,106,412,NA,308,1274,1020,1,17,2100000,5.5,380,2015
"4248",167,115,92,177,559,24800000,201,89403,1456,0,358,2e+06,7.5,0,1963
"4249",49,96,6,14,40,792966,30,4663,99,2,40,2300000,5.1,321,1989
"4250",1,60,NA,213,480,NA,360,2258,1736,1,24,NA,7.4,763,NA
"4251",66,89,11000,45,11000,NA,66,33335,11192,0,128,2e+06,7.3,0,1973
"4252",533,100,421,159,314,14673301,189,112899,1062,0,631,2e+06,6.9,45000,2014
"4253",50,88,11000,258,11000,NA,300,31077,12034,5,78,2e+06,6.8,0,1972
"4254",127,129,89,161,3000,NA,226,215086,3833,0,471,2e+06,8.4,15000,1962
"4255",177,87,750,41,745,9003011,531,133966,1396,0,294,2e+06,7.6,0,1981
"4256",77,102,32,75,483,11546543,147,34520,768,1,146,2e+06,7.6,0,1994
"4257",103,152,0,177,618,NA,367,67825,1404,0,207,2e+06,7.7,0,1962
"4258",123,118,108,103,173,11533945,148,77551,563,0,434,2e+06,7.6,0,1999
"4259",218,86,9,32,120,12555230,44,18566,218,0,154,2e+06,5.3,0,2011
"4260",215,137,207,155,380,11284657,284,259379,927,3,407,2e+06,8.5,39000,2006
"4261",34,129,589,341,690,34522221,589,15401,2300,7,175,2e+06,7,10000,2011
"4262",100,134,31,366,654,NA,491,62860,2290,1,167,2e+06,8,0,1961
"4263",12,119,6,380,1000,NA,760,2269,2555,8,34,1614000,7.1,236,1940
"4264",167,80,162,0,23,7002255,6,42462,29,0,312,9500000,7.8,0,2003
"4265",56,89,149,580,912,6719300,752,8224,3163,3,132,2e+06,7.2,0,1998
"4266",180,101,30,92,14000,6003587,119,41999,14412,0,226,NA,7.5,0,2003
"4267",211,80,0,3,50,5792822,8,168398,65,0,492,2700000,8,13000,2004
"4268",157,115,0,35,85,5383834,79,173551,318,0,361,2e+06,8.1,11000,2000
"4269",126,100,308,374,1000,4599680,482,68222,2186,2,545,1500000,6.8,0,2003
"4270",61,118,603,167,936,NA,297,10791,1846,3,113,2e+06,7.4,0,1947
"4271",365,100,81,179,34000,6531491,248,111658,34446,2,297,2e+06,7.2,20000,2010
"4272",121,106,162,3,21,4581222,5,26926,29,0,156,NA,8.1,0,2003
"4273",10,106,85,300,480,NA,392,1381,1833,2,29,2e+06,7,60,1938
"4274",151,91,244,244,538,3885134,363,31130,1349,0,243,2e+06,7.4,0,2005
"4275",171,105,117,18,13000,4311834,125,55382,13145,0,129,NA,8.3,63000,2010
"4276",158,96,31,328,804,3590010,625,20885,3013,0,60,2e+06,6.1,0,2015
"4277",167,116,0,116,251,3300230,147,70084,675,1,346,NA,7.5,0,1999
"4278",118,116,453,2000,24000,3335839,23000,54657,50313,2,222,2e+06,7,0,2005
"4279",39,97,5,349,1000,2557668,426,3911,2739,1,22,2e+06,5.3,0,2015
"4280",108,101,0,685,8000,2506446,724,8662,11327,0,172,2e+06,4.7,134,2002
"4281",65,98,85,186,265,7369373,194,4288,901,1,74,2e+06,5.7,0,1986
"4282",8,22,NA,344,459,NA,396,4181,1359,3,62,NA,8.1,558,NA
"4283",85,150,0,401,597,4414535,591,30618,1645,0,224,1.8e+07,7.8,0,1996
"4284",160,101,263,37,71,1984378,51,27346,226,3,206,2e+06,6.5,0,2006
"4285",231,90,56,0,56,2283276,0,46107,56,0,156,1500000,8,0,2008
"4286",7,120,0,40,178,1098224,69,397,359,1,30,2e+06,3.3,32,2003
"4287",79,102,117,17,393,1430185,21,7314,446,0,55,2e+06,8.3,0,2007
"4288",168,102,22,80,10000,1477002,1000,16645,11184,3,72,2e+06,6.9,0,2015
"4289",1,60,NA,143,11000,NA,289,415,11618,5,26,NA,7.3,43,NA
"4290",107,100,90,65,168,1134049,142,5475,408,0,44,2e+06,8.1,0,2007
"4291",200,104,129,887,991,977600,962,8204,3427,1,98,NA,6.5,0,2010
"4292",123,89,13,218,373,653621,334,5615,1136,0,64,2e+06,6.8,592,2005
"4293",39,99,34,120,388,110000,159,4359,1156,1,73,NA,7.3,495,2000
"4294",41,96,11,490,584,444354,559,4049,3011,4,111,NA,6.4,166,1997
"4295",46,86,10,126,189,535249,131,3467,768,0,13,3400000,4.6,974,2010
"4296",30,98,0,164,1000,NA,572,11031,1917,1,45,1.7e+07,6.5,739,1985
"4297",46,96,0,902,49000,371081,1000,7479,51441,2,86,6e+06,7,857,2004
"4298",221,94,53,268,386,347578,357,34556,1511,1,161,NA,5.4,17000,2007
"4299",51,91,4,0,33,124494,3,5613,36,1,102,2e+06,6.7,0,1998
"4300",1,NA,4,72,353,NA,89,275,613,2,1,NA,2.8,10,2000
"4301",58,90,31,137,326,120620,246,16828,865,1,67,NA,7.4,0,2004
"4302",45,85,0,966,22000,100669,12000,2522,36885,1,11,3800000,5.8,407,2009
"4303",44,96,222,20,5000,NA,497,2081,5535,2,21,NA,7.1,224,1997
"4304",74,129,776,256,25000,186354,463,1758,26176,0,30,13500000,4.5,0,2015
"4305",20,60,NA,543,780,NA,747,39559,4280,2,136,NA,7.9,3000,NA
"4306",6,93,32,24,532,55202,85,922,653,0,17,NA,5.3,39,2008
"4307",5,100,84,267,584,NA,356,508,1307,4,18,NA,5.4,61,2003
"4308",10,97,19,395,589,549632,488,1278,2522,NA,16,NA,4.8,715,2013
"4309",81,94,98,89,10000,137945,773,6223,10869,7,40,NA,5.9,0,2014
"4310",66,95,8,399,529,17580,423,1268,2749,3,23,1500000,6.2,195,2009
"4311",46,97,97,163,787,NA,196,10182,1362,1,130,2e+06,5.9,810,1993
"4312",34,92,11,1000,26000,12667,11000,19336,39518,2,90,14000,6.6,0,2005
"4313",78,96,38,85,363,198407,223,10282,774,1,78,2e+06,6.6,474,2006
"4314",52,85,54,455,985,13973532,637,11211,3065,1,92,2.5e+07,5.1,215,2002
"4315",29,87,0,94,160,NA,152,13279,776,0,59,NA,6,0,2015
"4316",161,91,43,418,13000,5824,698,57811,14561,1,357,NA,6.8,0,2008
"4317",18,99,308,395,638,2843,449,2895,2341,2,24,NA,5.4,604,2013
"4318",107,88,6,161,513,NA,480,17296,1593,3,91,NA,5.2,0,2009
"4319",30,119,5,12,29,4958,18,9689,86,2,23,2e+06,7.8,1000,2008
"4320",24,99,0,268,766,NA,312,2588,1650,1,41,2e+06,6.4,205,2004
"4321",116,92,6,103,253,NA,113,40380,762,0,235,1e+05,6.1,0,2011
"4322",98,86,5,47,121,NA,94,6585,322,0,53,NA,5.7,0,2012
"4323",25,83,0,107,413,NA,167,9280,1149,0,64,2e+06,5.5,0,2010
"4324",NA,81,0,8,674,NA,27,7,712,0,NA,2e+06,7.4,0,2015
"4325",40,82,11000,167,11000,NA,430,27646,11700,3,105,2e+06,7.1,0,1971
"4326",20,102,0,46,473,13220,303,289,892,0,9,NA,3.9,115,2012
"4327",8,90,5,372,601,NA,453,355,2395,1,6,2e+06,4.6,44,2007
"4328",19,30,NA,424,685,NA,511,7646,1884,5,56,NA,7.3,1000,NA
"4329",90,92,0,18,1000,7927,29,19236,1055,1,175,2300000,7.7,0,1947
"4330",21,88,0,332,633,NA,597,2701,2620,0,31,2e+06,4.9,153,2008
"4331",12,97,10,171,15000,NA,284,5182,15740,3,67,1.4e+07,6.3,912,2002
"4332",33,96,68,722,2000,NA,811,5732,3683,6,26,2e+06,6.1,0,2012
"4333",9,87,8,424,34000,NA,463,4204,35796,3,19,2e+06,6.6,0,2013
"4334",94,106,5,356,416,2436,403,344,1611,2,19,2e+06,5.7,655,2012
"4335",41,107,17,322,594,4556,591,4478,2020,1,23,NA,5.6,825,2013
"4336",38,80,2,51,16000,NA,57,952,16110,0,36,NA,6,200,1967
"4337",12,91,10,293,924,NA,472,3605,2654,3,20,2e+06,5.7,0,2013
"4338",25,99,44,137,907,NA,164,6804,1807,0,72,2e+06,7,805,1966
"4339",27,102,909,119,909,NA,562,2242,1674,0,15,2e+06,5.3,69,2007
"4340",2,108,531,894,10000,NA,1000,583,15707,1,14,2e+06,4.4,651,2011
"4341",23,88,6,233,680,NA,418,2348,1425,0,25,1250000,3.4,0,2015
"4342",32,89,20000,618,2000,NA,860,1040,4968,1,22,2e+06,4.5,0,2015
"4343",18,92,3,412,11000,NA,1000,838,13583,0,17,2e+06,3.4,728,2015
"4344",45,99,28,223,18000,4600000,1000,11763,19649,2,111,1900000,7.1,0,1986
"4345",60,103,35,482,548,1420578,495,4894,2389,0,122,1900000,6.4,298,2003
"4346",23,90,58,164,405,NA,217,2032,1204,2,15,1950000,5.2,620,2015
"4347",363,95,89,263,16000,1028658,517,118684,17471,0,447,3e+06,7,24000,2010
"4348",249,97,0,594,920,466702,680,65877,3275,1,100,NA,7.3,17000,2010
"4349",68,108,63,5,161,NA,10,6678,176,0,42,1500000,8.1,0,2013
"4350",14,95,0,164,533,18435,323,1010,1082,5,15,1400000,5.8,104,2006
"4351",359,100,108,534,17000,35266619,2000,108248,20051,1,371,3e+07,5.9,39000,2013
"4352",15,160,168,71,733,95236,168,5018,1182,3,38,NA,6.4,1000,2013
"4353",256,101,0,574,40000,26505000,852,149293,42918,1,668,1800000,7.5,10000,1984
"4354",194,90,120,0,41,2957978,27,40481,68,0,134,1e+06,7.8,0,2008
"4355",NA,86,0,3,42,NA,40,333,90,5,6,NA,6.3,213,2015
"4356",10,89,47,585,628,444044,606,744,4249,6,19,1900000,7.2,1000,2015
"4357",311,87,13,308,463,40990055,400,41509,1958,0,300,1800000,5.6,0,2010
"4358",205,98,456,231,1000,1445366,548,29019,2032,1,75,NA,7.2,10000,2009
"4359",94,125,603,114,10000,NA,416,78454,10570,0,233,1800000,8,5000,1951
"4360",192,95,0,277,654,NA,575,342585,1991,0,839,1800000,8.5,18000,1964
"4361",85,118,12,67,201,5709616,163,11088,546,0,110,1800000,6.8,544,2002
"4362",663,93,188,168,2000,12784397,458,70336,2658,0,269,1800000,7.3,31000,2012
"4363",62,96,88,196,595,NA,356,22764,1432,4,91,1800000,5.5,511,1973
"4364",39,109,9,280,767,3050934,380,2794,2187,1,78,1800000,7.3,0,2000
"4365",68,109,0,186,553,841206,471,2603,1439,0,34,NA,6.3,952,2011
"4366",3,155,0,61,141,NA,77,563,349,2,6,1.5e+08,5.1,82,2015
"4367",130,90,293,808,16000,638476,14000,13223,32405,1,45,1500000,6.6,0,2011
"4368",13,93,0,482,12000,NA,580,1435,14620,0,17,1800000,6.1,266,1993
"4369",44,108,28,0,0,505295,0,1747,0,0,28,1800000,7.5,353,2003
"4370",26,114,57,426,16000,NA,844,25472,18263,3,109,1800000,7,0,1968
"4371",27,87,174,114,2000,NA,399,1756,2831,0,28,NA,7.2,169,1952
"4372",53,113,15,491,647,NA,642,6267,2439,0,103,1800000,5.3,368,2007
"4373",NA,87,9,165,467,NA,258,13,1270,0,NA,NA,8.7,8,2016
"4374",10,90,4,91,433,NA,108,761,984,0,12,1800000,3.4,566,2013
"4375",4,111,21,685,761,NA,713,686,4306,13,8,1800000,5.4,569,2012
"4376",181,81,670,34,486,7267324,37,161471,623,1,709,3500000,7.8,0,1998
"4377",114,93,75,446,701,145540,461,26773,2489,1,277,5e+05,6.7,0,2002
"4378",11,90,15,120,900,NA,450,840,1724,3,9,2e+06,4.7,326,2013
"4379",1,112,0,11,86,NA,42,28,139,0,1,1750000,6.3,73,2013
"4380",75,106,36,345,953,12589108,399,5526,2198,1,58,NA,7.4,0,2007
"4381",80,88,88,67,595,NA,70,23268,941,0,95,1700000,6.1,794,1972
"4382",179,138,143,783,1000,35918429,874,32415,3970,1,510,1700000,7.5,951,2001
"4383",225,105,68,374,635,92401,445,56402,2423,0,209,2e+06,6.3,17000,2010
"4384",77,98,3,327,349,1943649,347,8697,2095,3,122,1700000,6.3,374,1999
"4385",124,86,84,34,680,992238,46,16349,763,0,103,1700000,6.8,869,2004
"4386",195,104,25,73,638,4231500,85,30479,822,2,162,1e+06,7.8,16000,2013
"4387",76,100,87,420,887,396035,805,2725,2721,0,48,1e+06,6.9,305,2004
"4388",51,126,964,275,319,NA,302,17799,1363,10,133,1644736,8,0,1938
"4389",101,118,160,426,862,NA,488,33987,2247,5,150,1650000,7.8,0,1953
"4390",55,103,673,89,281,NA,230,11920,955,1,90,1600000,7.4,721,1949
"4391",15,102,11,575,651,2507106,611,2561,3894,0,21,NA,6.1,0,2013
"4392",16,84,11,249,489,6026908,469,536,2196,0,13,2e+06,4.3,43,1999
"4393",5,NA,8,394,713,2592808,607,548,3137,5,15,NA,3.5,588,2010
"4394",109,95,0,0,227,1060591,4,9750,231,0,66,1300000,7.2,0,2007
"4395",40,92,0,2,327,NA,51,2621,380,3,18,NA,4.7,844,2014
"4396",51,90,21,27,53,155972,30,4702,137,0,23,1500000,7.3,0,2006
"4397",149,113,0,324,11000,NA,481,74651,12157,2,313,1600000,7.9,6000,1974
"4398",4,NA,0,45,421,129319,96,257,622,4,4,7e+07,5.1,9,2005
"4399",35,123,0,21,963,26893,710,4391,1694,0,26,1600000,7.2,278,1969
"4400",22,111,1000,127,2000,2580,163,1618,2564,2,40,1650000,5.4,63,2003
"4401",68,99,4,114,427,NA,253,3313,992,0,40,NA,3.7,2000,2016
"4402",287,110,0,1000,3000,58885635,2000,194426,10438,0,1057,2.6e+07,7.4,7000,2004
"4403",173,108,191,336,597,19067631,541,37714,1981,1,204,2e+06,7.1,0,2007
"4404",61,92,15,49,633,11806119,403,57578,1168,1,210,1100000,6.8,0,1988
"4405",96,120,964,248,607,NA,319,77392,1573,7,245,1500000,8.2,0,1939
"4406",71,91,184,82,3000,7417210,202,59041,3310,1,408,1500000,7,0,1995
"4407",110,88,387,18,436,7362100,25,60295,479,0,232,1500000,7.4,0,2005
"4408",110,97,0,117,378,7022940,321,14018,1173,1,190,1e+06,6.7,682,2001
"4409",101,95,611,3,9,190666,4,2410,18,1,20,NA,5.7,784,2009
"4410",2,90,134,354,260000,NA,454,246,261818,5,1,1.7e+07,9.1,0,2016
"4411",97,95,13000,82,472,NA,239,32927,896,1,161,1696377,7.6,0,1945
"4412",53,103,460,900,991,5132222,971,14112,2990,1,83,2e+06,7.2,619,1994
"4413",106,110,787,642,1000,2365931,787,36657,4762,2,318,1500000,7.5,0,1998
"4414",445,103,0,588,852,53991137,618,202800,3030,1,752,1500000,6.8,60000,2010
"4415",131,92,92,166,752,NA,324,25332,1652,3,148,1500000,6.9,0,1984
"4416",94,114,44,7,827,1221261,22,38215,856,0,125,1500000,7.9,0,2000
"4417",105,101,4,0,0,2408553,0,4547,0,3,33,NA,7.6,0,2012
"4418",75,112,58,42,552,712294,265,9408,859,1,68,1500000,6.7,608,2005
"4419",97,104,38,690,801,3447339,727,29517,2667,7,79,1500000,5.8,0,2013
"4420",37,99,675,164,902,418953,424,17322,1582,0,93,1500000,6.5,853,1993
"4421",84,98,21,76,33000,406035,243,30314,33441,0,159,1500000,7.2,0,2001
"4422",88,107,234,442,947,402820,530,10896,2747,0,57,NA,6.9,415,2007
"4423",6,93,6,56,393,NA,191,95,792,1,3,1500000,5.5,307,2014
"4424",127,100,122,83,210,373967,148,43839,469,0,481,1500000,6.5,0,2001
"4425",32,80,522,423,813,194568,522,2963,2179,0,28,1500000,6.2,0,2006
"4426",8,94,13,616,1000,NA,826,919,3288,1,14,NA,6.7,0,2010
"4427",229,93,134,488,936,NA,935,23349,3668,0,235,1500000,5.7,0,2006
"4428",120,87,0,8,309,163245,8,143086,352,1,211,1500000,8.6,0,1936
"4429",31,91,18,597,954,119841,767,2419,3901,1,55,1500000,6.5,304,2002
"4430",100,84,0,158,634,173066,328,21379,1238,1,88,1500000,6.3,0,2007
"4431",14,90,7,424,890,92362,597,444,3138,7,5,1500000,4.3,68,2005
"4432",14,98,102,360,563,105943,485,1351,2628,0,11,1500000,6.1,212,2015
"4433",39,108,60,121,826,NA,189,1134,1240,0,26,1500000,6,216,2005
"4434",35,124,407,7,38,183490,8,463,60,0,8,1700000,5.8,594,2010
"4435",178,95,49,57,413,3478,98,22212,721,0,142,1500000,6.7,0,2008
"4436",46,90,7,711,87000,52166,781,2792,89263,3,22,2e+06,6.7,371,2008
"4437",NA,93,228,134,310,NA,228,7,771,1,NA,1500000,7.6,132,2015
"4438",234,101,0,721,1000,1163508,725,20376,5158,1,166,2500000,5.1,15000,2012
"4439",166,107,3,28,61,NA,46,23323,165,3,83,350000,6.8,10000,2014
"4440",56,20,21,0,0,NA,0,4120,0,0,70,1500000,6.8,0,2005
"4441",16,87,0,108,199,NA,134,1232,596,2,10,1500000,6.8,193,2005
"4442",9,98,11,636,979,NA,975,291,4036,2,7,1500000,6.3,283,2013
"4443",18,112,34,71,129,NA,98,2841,588,2,13,5e+06,7.1,0,2014
"4444",4,82,65,146,341,NA,265,459,967,0,10,1500000,2.8,236,2014
"4445",NA,102,5,259,3000,NA,660,108,4320,NA,1,2e+06,8.2,232,2015
"4446",6,97,764,492,835,NA,522,735,2882,3,18,1500000,3.1,402,2015
"4447",387,130,188,1000,10000,80033643,3000,226583,16385,2,448,6e+07,7,38000,2012
"4448",35,101,37,56,501,NA,418,1547,1044,1,42,1500000,3.3,750,2015
"4449",27,93,9,485,708,NA,571,133,2870,NA,2,2e+06,3.6,135,2015
"4450",145,83,0,31,82,184925485,47,133348,229,1,204,2e+06,7.7,0,1937
"4451",78,106,33,3,341,304124,5,2720,358,0,37,1400000,6.7,57,2004
"4452",10,113,74,387,984,NA,423,1978,2140,2,41,1455000,5.5,209,1968
"4453",60,94,87,37,87,36830,70,3291,256,0,63,1400000,6.6,400,2004
"4454",9,101,20,256,1000,NA,301,162,2419,NA,8,2e+06,4.8,724,2016
"4455",63,99,10,295,756,NA,382,4948,2072,0,33,3150000,5.5,969,2014
"4456",92,76,412,3,412,231186,4,2082,421,0,16,NA,6.3,389,2014
"4457",4,91,58,69,847,NA,147,330,1159,0,6,1400000,6.9,223,2014
"4458",53,105,7,356,1000,NA,370,22975,2658,1,155,1377800,6.5,0,1966
"4459",116,120,0,452,26000,3650677,1000,414976,28294,1,523,960000,8.2,21000,1998
"4460",NA,105,0,467,883,NA,655,39,3164,0,2,1250000,7.1,32,1982
"4461",13,120,NA,NA,416,NA,0,3405,416,0,13,NA,7.3,533,NA
"4462",98,105,346,141,280,1647780,278,65951,821,1,258,1300000,8.1,5000,1998
"4463",43,95,12000,636,12000,695229,680,11369,14420,1,65,1300000,7.2,872,1996
"4464",15,135,5,5,51,638951,24,775,83,2,19,1592000,7.4,100,2006
"4465",14,105,7,548,2000,609042,783,449,3475,2,38,1300000,6.5,117,1999
"4466",56,83,5,98,413,1521,197,1231,843,0,10,1500000,5.7,932,2012
"4467",79,111,17,652,13000,32940507,969,54316,16537,1,127,6e+07,6.1,0,1998
"4468",8,60,NA,109,210,NA,121,6381,611,0,79,5e+06,7.7,963,NA
"4469",16,135,135,0,0,NA,0,3144,0,1,24,1400000,8.7,0,2014
"4470",18,88,4,13,232,NA,23,1339,289,0,46,1750000,4.3,220,1985
"4471",35,87,4,624,2000,19539,1000,4182,6227,1,53,1e+06,6.2,3000,2003
"4472",5,97,0,40,374,100358,145,1167,602,2,24,1500000,3.3,66,2005
"4473",16,82,19,134,700,NA,460,5579,1499,3,42,1300000,2.7,0,2010
"4474",24,103,0,511,35000,NA,516,4866,38121,1,38,1300000,5.2,969,2009
"4475",144,130,13000,333,1000,NA,991,87424,2888,2,276,1288000,8.2,0,1940
"4476",242,87,49,59,309,19100000,121,39690,707,0,394,1250000,6.1,0,1981
"4477",97,101,0,66,287,NA,160,24959,581,4,136,1250000,8,0,1945
"4478",77,96,4,132,796,NA,697,7528,1866,0,88,1250000,5.5,0,1984
"4479",16,80,8,183,2000,2833383,245,910,2459,1,11,427000,5.7,0,2012
"4480",7,87,11,397,578,NA,418,458,1730,0,3,1.5e+07,3.7,381,2011
"4481",74,92,83,48,469,NA,79,11047,683,0,116,1250000,7.1,1000,1953
"4482",74,118,673,137,595,NA,176,15840,1129,5,124,1250000,7.8,0,1941
"4483",19,27,NA,201,934,NA,691,3282,1961,0,17,NA,7.3,632,NA
"4484",46,123,0,161,3000,NA,372,794,4040,0,9,1420000,4.1,447,2014
"4485",58,100,0,65,828,24741700,531,37785,1431,2,95,1200000,7.2,2000,1989
"4486",287,103,0,651,2000,55153403,878,299127,5161,0,1509,1200000,7.7,0,2004
"4487",100,100,422,422,816,18488314,577,76151,2893,0,333,1200000,7.1,0,2001
"4488",5,99,4,434,18000,NA,748,101,20218,6,1,1300000,7.6,221,2014
"4489",50,89,0,3,31,11278,24,1229,58,0,2,1300000,7,407,2013
"4490",276,104,301,71,18000,79363785,4000,139426,22194,0,698,8e+07,5.5,0,2008
"4491",137,114,300,73,307,13876974,209,19397,809,0,214,7e+06,7.4,0,2001
"4492",122,111,50,612,2000,9180275,710,22145,4288,0,231,1200000,7.7,756,2000
"4493",73,99,13000,232,282,NA,255,24891,1041,0,150,1200000,7.2,0,1955
"4494",202,110,118,1000,13000,22494487,11000,262160,26451,3,507,2.7e+07,7.8,10000,2006
"4495",99,85,91,849,1000,2199853,1000,19986,4289,1,186,1200000,6.6,0,1999
"4496",10,113,29,449,890,2859955,848,2417,2681,2,32,1200000,6,0,2013
"4497",173,99,16000,455,16000,2812029,12000,664719,28994,0,931,1200000,8.4,19000,1992
"4498",7,83,9,51,94,NA,62,1047,293,1,25,NA,6.5,548,1940
"4499",181,142,0,24,16000,6100000,34,503509,16089,3,780,1200000,8.9,20000,1966
"4500",111,112,9,4,61,375723,9,7025,76,1,26,4e+06,7.9,0,2015
"4501",38,108,14,274,1000,594904,330,2582,1805,0,89,1200000,6,0,2012
"4502",12,88,0,3,268,58936,44,91,318,0,4,1200000,6.1,27,2001
"4503",23,97,4,NA,NA,24784,NA,591,0,0,10,1200000,7.4,5000,2011
"4504",17,85,0,924,49000,7826,931,132,54484,10,2,1200000,6.2,87,2007
"4505",9,103,0,24,34,NA,29,4068,114,1,16,1500000,5.6,754,2011
"4506",1,110,0,0,3,3830,2,27,5,3,1,1200000,7.2,75,2013
"4507",51,88,4,95,690,NA,316,2953,1438,1,38,NA,6.1,480,2003
"4508",14,76,0,227,387,NA,295,9560,1190,6,35,NA,3.8,636,2008
"4509",24,100,345,94,843,NA,490,3418,1621,3,52,1200000,7.1,204,1936
"4510",18,99,0,5,721,NA,134,652,862,2,11,1200000,4.5,161,2011
"4511",22,84,0,63,380,NA,91,1321,630,0,51,1200000,3.8,238,2012
"4512",9,91,38,117,584,2850263,399,5061,1218,0,70,2600000,6.2,0,1993
"4513",30,97,282,148,586,NA,434,1172,1581,1,27,1200000,6.6,477,1970
"4514",9,84,2,475,10000,NA,500,742,11257,0,7,1200000,4.6,479,2015
"4515",7,100,0,312,498,NA,350,71,1810,1,2,1200000,4.2,242,2015
"4516",91,94,6,804,16000,16101109,1000,76467,19957,3,236,3e+06,6.8,0,2005
"4517",99,90,222,68,680,6013,404,39929,1311,0,207,695393,7.7,0,2004
"4518",2,NA,NA,206,511,NA,457,726,1617,0,6,NA,7.1,954,NA
"4519",57,92,155,147,448,1400000,426,1324,1329,0,37,1100000,5.9,241,1987
"4520",12,105,0,NA,NA,247740,NA,285,0,0,8,NA,4.7,51,2002
"4521",58,73,126,3,14,39659,4,1555,21,1,32,1600000,7,131,2002
"4522",5,116,12,25,412,NA,48,2050,521,2,36,1e+07,6.9,0,2006
"4523",97,110,22,48,434,56129,95,6555,645,1,82,1100000,6.1,0,2010
"4524",481,102,338,60,1000,4105123,342,148221,1445,0,316,1100000,7.6,51000,2011
"4525",17,89,252,252,1000,NA,745,737,2510,1,15,1100000,3,444,2010
"4526",9,76,0,0,12,NA,0,332,12,0,10,1100000,2.6,200,2013
"4527",242,82,345,269,2000,NA,607,387508,3442,4,1123,950000,8.6,23000,1942
"4528",95,89,0,5,12,NA,5,9465,29,0,85,1400000,6.1,0,2008
"4529",14,150,6,20,964,NA,22,11010,1052,1,35,NA,7.5,773,2009
"4530",87,89,136,42,844,NA,184,20678,1080,1,199,1e+06,6.7,0,1972
"4531",141,145,80,794,13000,117235247,1000,375240,16094,0,542,960000,8.1,0,1976
"4532",16,91,2,9,321,NA,287,512,622,1,2,1100000,4.9,234,2014
"4533",212,89,0,606,2000,21378000,826,46493,4878,0,335,1e+06,6.8,7000,1980
"4534",30,121,62,69,883,NA,269,8508,1371,1,56,1e+06,6.8,328,1963
"4535",270,83,6,142,707,31537320,305,44329,1565,0,309,1e+06,5.7,13000,2014
"4536",211,110,17000,595,22000,NA,745,507063,23525,1,881,1300000,8.3,35000,1976
"4537",161,91,287,725,1000,17986000,823,22773,4438,0,195,1e+06,6.6,0,1981
"4538",184,110,92,177,650,16067035,275,116642,1421,4,389,1100000,7.3,5000,1962
"4539",270,86,18,300,1000,18112929,466,52642,2665,0,271,1e+06,5,24000,2012
"4540",203,86,385,100,266,14564027,209,76407,673,0,335,1e+06,7,0,1987
"4541",29,120,18,295,634,20773070,420,4501,1810,11,102,5e+06,3.4,0,2016
"4542",137,90,65,683,1000,10042266,989,23021,3155,0,220,1e+06,5.9,816,2005
"4543",107,99,2,3,43,10037390,3,5442,53,0,140,1e+09,6,339,1999
"4544",377,112,310,616,33000,9701559,2000,141425,35941,0,283,3500000,7.4,25000,2010
"4545",169,103,2,226,2000,9013113,508,36321,3192,2,230,1e+06,7.4,0,2005
"4546",225,83,19,128,403,53245055,169,30570,988,0,290,1e+06,4.2,12000,2012
"4547",101,109,199,44,503,9000000,46,7584,731,8,137,9e+05,6.2,0,1970
"4548",39,89,0,102,356,NA,110,2636,831,1,36,1e+06,6.2,365,1956
"4549",372,96,49,NA,861,23808111,68,67654,929,0,504,NA,7.5,0,2006
"4550",40,109,23,88,183,NA,102,7346,510,0,69,1e+06,7.2,624,1949
"4551",129,122,17000,184,543,5355376,426,9638,1218,0,67,NA,7.2,0,2008
"4552",285,100,0,389,640,7186670,550,21468,2082,0,164,6e+06,5.4,12000,2013
"4553",29,109,0,30,202,NA,47,162,283,0,5,1100000,7,75,2015
"4554",337,95,20,365,422,5997134,374,36381,1899,3,126,1e+06,7.2,11000,2012
"4555",120,94,11,2,37,4417124,3,42389,42,0,183,NA,7.9,37000,2008
"4556",40,107,10,245,544,5355847,264,6110,1147,1,82,NA,6.8,0,2011
"4557",38,104,122,458,22000,3386698,472,4195,23461,1,86,1e+06,6.7,392,1998
"4558",387,96,655,973,24000,143492840,3000,414345,28817,0,881,7500000,7.5,10000,2007
"4559",185,93,7,180,3000,5283379,439,31254,3986,2,79,NA,6.8,0,2014
"4560",348,102,46,287,321,2981638,300,40425,1263,0,186,NA,6.9,0,2011
"4561",155,84,9,313,612,3122616,457,16594,1587,1,73,NA,6.8,0,2014
"4562",181,97,33,229,496,2508841,238,21746,994,1,93,1e+06,7.2,0,2008
"4563",149,91,9,13,130,4946250,19,9540,198,0,80,1e+06,7.4,14000,2013
"4564",54,84,56,13,21000,1950218,104,5933,21124,3,102,1e+06,5.6,387,1997
